FID,camera_id,Subcl_Veg,SUM_Shape_
1983,SC1183,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1756.363302
1984,SC1183,"7.C Herbaceous & Woody Developed Vegetation,Herb",159724.7993
1985,SC1183,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4200.883227
1986,SC1183,"7.C Herbaceous & Woody Developed Vegetation,Tree",182996.456
1987,SC1183,"Developed-High Intensity,Developed",132.2451806
1988,SC1183,"Developed-Low Intensity,Developed",121830.1661
1989,SC1183,"Developed-Medium Intensity,Developed",21505.64644
1990,SC1183,"Developed-Roads,Developed",79187.95448
1991,SC1183,"Recently Disturbed or Modified,Herb",1800
1992,SC1188,"1.B Temperate & Boreal Forest & Woodland,Shrub",900
1993,SC1188,"1.B Temperate & Boreal Forest & Woodland,Tree",292672.393
1994,SC1188,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2717.546032
1995,SC1188,"2.C Shrub & Herb Wetland,Herb",4395.707699
1996,SC1188,"2.C Shrub & Herb Wetland,Tree",4319.156157
1997,SC1188,"7.B Herbaceous Agricultural Vegetation,Herb",1800
1998,SC1188,"7.C Herbaceous & Woody Developed Vegetation,Herb",47520.14896
1999,SC1188,"7.C Herbaceous & Woody Developed Vegetation,Shrub",14665.77564
2000,SC1188,"7.C Herbaceous & Woody Developed Vegetation,Tree",290560.532
2001,SC1188,"Developed-Low Intensity,Developed",27011.59666
2002,SC1188,"Developed-Roads,Developed",42777.25879
2003,SC1188,"Open Water,Water",43202.37098
2004,SC1192,"1.B Temperate & Boreal Forest & Woodland,Tree",184385.9508
2005,SC1192,"7.C Herbaceous & Woody Developed Vegetation,Herb",46841.41899
2006,SC1192,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5400
2007,SC1192,"7.C Herbaceous & Woody Developed Vegetation,Tree",432133.4933
2008,SC1192,"Developed-Low Intensity,Developed",43176.91064
2009,SC1192,"Developed-Medium Intensity,Developed",2946.976957
2010,SC1192,"Developed-Roads,Developed",57657.73519
2011,WA1084,"2.B Temperate & Boreal Grassland & Shrubland,Herb",66806.13994
2012,WA1084,"7.C Herbaceous & Woody Developed Vegetation,Herb",176279.1128
2013,WA1084,"7.C Herbaceous & Woody Developed Vegetation,Shrub",514.437753
2014,WA1084,"7.C Herbaceous & Woody Developed Vegetation,Tree",18831.42409
2015,WA1084,"Developed-High Intensity,Developed",17916.79271
2016,WA1084,"Developed-Low Intensity,Developed",200036.3139
2017,WA1084,"Developed-Medium Intensity,Developed",78990.02762
2018,WA1084,"Developed-Roads,Developed",168821.1073
2019,WA1084,"Open Water,Water",28771.7968
2020,WA1084,Quarries-Strip Mines-Gravel Pits-Energy Developme*,15575.33298
2021,WA3980,"2.B Temperate & Boreal Grassland & Shrubland,Herb",6839.95267
2022,WA3980,"7.C Herbaceous & Woody Developed Vegetation,Herb",120678.7484
2023,WA3980,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1800
2024,WA3980,"7.C Herbaceous & Woody Developed Vegetation,Tree",4354.958038
2025,WA3980,"Developed-High Intensity,Developed",7857.82231
2026,WA3980,"Developed-Low Intensity,Developed",237491.559
2027,WA3980,"Developed-Medium Intensity,Developed",113407.3076
2028,WA3980,"Developed-Roads,Developed",277412.138
2029,WA3980,Quarries-Strip Mines-Gravel Pits-Energy Developme*,2700
2030,WC1008,"7.C Herbaceous & Woody Developed Vegetation,Herb",58496.05002
2031,WC1008,"7.C Herbaceous & Woody Developed Vegetation,Shrub",12131.87329
2032,WC1008,"7.C Herbaceous & Woody Developed Vegetation,Tree",320343.1177
2033,WC1008,"Developed-Low Intensity,Developed",197469.5654
2034,WC1008,"Developed-Medium Intensity,Developed",6388.554189
2035,WC1008,"Developed-Roads,Developed",177713.3253
2036,WC1072,"7.C Herbaceous & Woody Developed Vegetation,Herb",72029.01076
2037,WC1072,"7.C Herbaceous & Woody Developed Vegetation,Shrub",15361.31357
2038,WC1072,"7.C Herbaceous & Woody Developed Vegetation,Tree",343497.6618
2039,WC1072,"Developed-High Intensity,Developed",4516.351842
2040,WC1072,"Developed-Low Intensity,Developed",170083.5655
2041,WC1072,"Developed-Medium Intensity,Developed",41773.27705
2042,WC1072,"Developed-Roads,Developed",125281.3054
2043,WC1136,"7.C Herbaceous & Woody Developed Vegetation,Herb",126763.9652
2044,WC1136,"7.C Herbaceous & Woody Developed Vegetation,Shrub",21935.49057
2045,WC1136,"7.C Herbaceous & Woody Developed Vegetation,Tree",501697.6528
2046,WC1136,"Developed-High Intensity,Developed",908.5712043
2047,WC1136,"Developed-Low Intensity,Developed",84468.19211
2048,WC1136,"Developed-Medium Intensity,Developed",18507.65689
2049,WC1136,"Developed-Roads,Developed",18260.95722
2050,WC1376,"7.C Herbaceous & Woody Developed Vegetation,Herb",35722.64492
2051,WC1376,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6196.398764
2052,WC1376,"7.C Herbaceous & Woody Developed Vegetation,Tree",604227.1202
2053,WC1376,"Developed-Low Intensity,Developed",65038.3517
2054,WC1376,"Developed-Medium Intensity,Developed",12160.01894
2055,WC1376,"Developed-Roads,Developed",49197.95138
2056,WC1388,"7.C Herbaceous & Woody Developed Vegetation,Herb",68456.31874
2057,WC1388,"7.C Herbaceous & Woody Developed Vegetation,Shrub",8108.609077
2058,WC1388,"7.C Herbaceous & Woody Developed Vegetation,Tree",321051.4677
2059,WC1388,"Developed-High Intensity,Developed",1127.262196
2060,WC1388,"Developed-Low Intensity,Developed",174032.8921
2061,WC1388,"Developed-Medium Intensity,Developed",71337.78576
2062,WC1388,"Developed-Roads,Developed",128428.1504
2063,WC3420,"7.C Herbaceous & Woody Developed Vegetation,Herb",25040.54916
2064,WC3420,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3892.937655
2065,WC3420,"7.C Herbaceous & Woody Developed Vegetation,Tree",470532.1693
2066,WC3420,"Developed-Low Intensity,Developed",135964.6204
2067,WC3420,"Developed-Medium Intensity,Developed",23158.35723
2068,WC3420,"Developed-Roads,Developed",113953.8522
2069,WC3484,"7.C Herbaceous & Woody Developed Vegetation,Herb",65054.0264
2070,WC3484,"7.C Herbaceous & Woody Developed Vegetation,Shrub",19472.73845
2071,WC3484,"7.C Herbaceous & Woody Developed Vegetation,Tree",430871.5085
2072,WC3484,"Developed-High Intensity,Developed",3041.651325
2073,WC3484,"Developed-Low Intensity,Developed",127378.3216
2074,WC3484,"Developed-Medium Intensity,Developed",26001.19384
2075,WC3484,"Developed-Roads,Developed",100723.0459
2076,WC3596,"7.C Herbaceous & Woody Developed Vegetation,Herb",108598.7192
2077,WC3596,"7.C Herbaceous & Woody Developed Vegetation,Shrub",10285.68423
2078,WC3596,"7.C Herbaceous & Woody Developed Vegetation,Tree",594258.9311
2079,WC3596,"Developed-Low Intensity,Developed",43164.61272
2080,WC3596,"Developed-Medium Intensity,Developed",4494.08014
2081,WC3596,"Developed-Roads,Developed",11740.45853
2082,WC3668,"7.C Herbaceous & Woody Developed Vegetation,Herb",65643.13633
2083,WC3668,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6018.684962
2084,WC3668,"7.C Herbaceous & Woody Developed Vegetation,Tree",518670.4016
2085,WC3668,"Developed-High Intensity,Developed",2700
2086,WC3668,"Developed-Low Intensity,Developed",105752.4079
2087,WC3668,"Developed-Medium Intensity,Developed",16183.32493
2088,WC3668,"Developed-Roads,Developed",57574.53018
2089,WC3732,"7.C Herbaceous & Woody Developed Vegetation,Herb",111039.2951
2090,WC3732,"7.C Herbaceous & Woody Developed Vegetation,Shrub",14359.34594
2091,WC3732,"7.C Herbaceous & Woody Developed Vegetation,Tree",465696.2447
2092,WC3732,"Developed-High Intensity,Developed",2700
2093,WC3732,"Developed-Low Intensity,Developed",85970.96701
2094,WC3732,"Developed-Medium Intensity,Developed",29684.44456
2095,WC3732,"Developed-Roads,Developed",63092.18865
